"BANKNO","BIDCITY","BIDNAME","BIDSTATE","BRDATE","BSTATUS","CERT","CHCLASS","CHCLASS1","CITY","CITYST","CLOSCD","COMMENTS","COST","COSTMOSTRECENTASOF","FAILDATE","FAILYR","FIN","FSL_PROG","FUND","ID","NAME","PSTALP","PTRDATE","QBFASSET","QBFDEP","RESDATE","RESTYPE","RESTYPE1","SAVR","TERMI","UNINSDEP","URL"
"8668","NONE","PAYOUT","NA","89-11-30","I",31599,"SB","SB","DIAMONDVILLE","DIAMONDVILLE, WY","PONNN","",7749,"30SEP2025","11/30/1989","1989","7072","","2","2567","FIRST FEDERAL SAVINGS BANK","WY","89-11-30",13416,11533,"6/15/1990","FAILURE","PO","RTC","T","","na"
"8663","NONE","PAYOUT","NA","89-11-30","I",31601,"SL","SL","EL PASO","EL PASO, TX","PONNN","",62982,"30SEP2025","11/30/1989","1989","7325","","2","2568","SOUTHWESTERN FEDERAL SAVINGS","TX","89-11-30",126427,114807,"6/14/1991","FAILURE","PO","RTC","T","","na"
"8662","NONE","PAYOUT","NA","89-11-30","I",31974,"SL","SL","COPPERAS COVE","COPPERAS COVE, TX","PONNN","",35311,"30SEP2025","11/30/1989","1989","7206","","2","2569","FORTUNE FINANCIAL FED. S & L ASSOC","TX","89-11-30",84198,74543,"10/19/1990","FAILURE","PO","RTC","","","na"
"","0","0","0","","",,"NM","NM","MARQUEZ","MARQUEZ, TX","","",,"","1/16/1939","1939","0","","1","257","FIRST STATE BANK","TX","0",87,46,,"FAILURE","PO","FDIC","","",""
"8656","NONE","PAYOUT","NA","89-11-30","I",32133,"SL","SL","LOS ANGELES","LOS ANGELES, CA","PONNN","",45666,"30SEP2025","11/30/1989","1989","7218","","2","2570","BROOKSIDE FEDERAL S & L","CA","89-11-30",601442,560299,"11/16/1990","FAILURE","PO","RTC","T","","na"
"8585","NONE","PAYOUT","NA","89-11-30","I",32283,"SL","SL","AUSTIN","AUSTIN, TX","PONNN","",21563,"30SEP2025","11/30/1989","1989","7336","","2","2571","AUSTIN FS & LA","TX","89-11-30",113369,85020,"6/26/1991","FAILURE","PO","RTC","","","na"
"","GLENDIVE","THE FIRST NATIONAL BANK OF","MT","","I",354,"SM","SM","GLENDIVE","GLENDIVE, MT","TABAN","",388,"30SEP2025","12/1/1989","1989","4124","","1","2572","FIRST SECURITY BANK OF GLENDIVE","MT","0",32396,31862,"12/1/1989","FAILURE","PA","BIF","T","","na"
"","WISHEK","SECURITY STATE BANK, WISHEK","ND","","I",19664,"SM","SM","LEHR","LEHR, ND","PABAN","",2668,"30SEP2025","12/1/1989","1989","4123","","1","2573","CENTRAL DAKOTA BANK","ND","0",13854,13654,"12/1/1989","FAILURE","PA","BIF","T","","na"
"","NORFOLK","NEW ATLANTIC BANK, NATIONAL","VA","","I",20485,"N","N","NORFOLK","NORFOLK, VA","PANNN","",627,"30SEP2025","12/7/1989","1989","4126","","1","2574","ATLANTIC NATIONAL BANK","VA","0",14412,13669,"12/7/1989","FAILURE","PA","BIF","T","","na"
"","WEATHERFORD","CITIZENS NATIONAL BANK OF W","TX","","I",22593,"NM","NM","ALEDO","ALEDO, TX","PASNN","",407,"30SEP2025","12/7/1989","1989","4125","","1","2575","ALEDO STATE BANK","TX","0",9933,9716,"12/7/1989","FAILURE","PA","BIF","T","","na"
"","PFLUGERVILLE","HIBERNIA NATIONAL BANK IN T","TX","","I",25166,"N","N","FRISCO","FRISCO, TX","PANNN","",976,"30SEP2025","12/7/1989","1989","4127","","1","2576","FIRST NATIONAL BANK OF FRISCO","TX","0",8981,9418,"12/7/1989","FAILURE","PA","BIF","T","","na"
"","PFLUGERVILLE","HIBERNIA NATIONAL BANK IN T","TX","","I",25674,"N","N","HOUSTON","HOUSTON, TX","PANNN","",20079,"30SEP2025","12/7/1989","1989","4130","","1","2577","WESTHEIMER MEMORIAL BANK, NA","TX","0",38862,47660,"12/7/1989","FAILURE","PA","BIF","T","","na"
"","PHOENIX","CITICORP(ARIZONA)","AZ","","I",26464,"N","N","PHOENIX","PHOENIX, AZ","PANNN","",2381,"30SEP2025","12/7/1989","1989","4128","","1","2578","FIRST COMMERCE NATIONAL BANK","AZ","0",20267,21443,"12/7/1989","FAILURE","PA","BIF","T","","na"
"8676","BLUE MOUND","FARMERS STATE BANK","KS","89-12-07","I",29516,"SL","SL","GARNETT","GARNETT, KS","PANNN","",794,"30SEP2025","12/7/1989","1989","7126","","2","2579","THE GARNETT S & L ASSOC.","KS","0",13628,14523,"8/10/1990","FAILURE","PA","RTC","","","na"
"","0","0","0","","",,"NM","NM","SCRANTON","SCRANTON, ND","","",,"","1/16/1939","1939","0","","1","258","BANK OF SCRANTON","ND","0",153,94,,"FAILURE","PO","FDIC","","",""
"8281","CHICAGO","CITIBANK FSB","IL","89-12-07","I",30624,"SL","SL","ARLINGTON HEIGHTS","ARLINGTON HEIGHTS, IL","PANNN","",15,"30SEP2025","12/7/1989","1989","7197","","2","2580","ARLINGTON HEIGHTS SAVINGS ASSOC.","IL","89-12-07",509134,400707,"9/28/1990","FAILURE","PA","RTC","T","","na"
"8628","STAMFORD","UNION TRUST CO.","CT","89-12-07","I",31714,"SL","SL","BRIDGEPORT","BRIDGEPORT, CT","DTNNN","",4842,"30SEP2025","12/7/1989","1989","7170","","2","2581","COMMUNITY FEDERAL SAVINGS ASSOC.","CT","89-12-07",58270,50333,"9/14/1990","FAILURE","IDT","RTC","","","na"
"","ALEXANDRIA","RAPIDES BANK & TRUST COMPAN","LA","","I",21514,"NM","NM","PINEVILLE","PINEVILLE, LA","PASNN","",39467,"30SEP2025","12/8/1989","1989","4131","","1","2582","FIRST BANK, PINEVILLE, LOUISIANA","LA","0",72255,69301,"12/8/1989","FAILURE","PA","BIF","T","","na"
"","MIAMI","HELM BANK","FL","","I",24623,"SM","SM","MIAMI","MIAMI, FL","PABNN","",925,"30SEP2025","12/8/1989","1989","4129","","1","2583","ORANGE STATE BANK","FL","0",8047,8078,"12/8/1989","FAILURE","PA","BIF","T","","na"
"8672","NONE","BRANCH SALE","NA","89-12-08","I",28223,"SB","SB","NORFOLK","NORFOLK, VA","DTNNN","",79907,"30SEP2025","12/8/1989","1989","7346","","2","2584","ATLANTIC PERMANENT FEDERAL","VA","89-12-08",581043,370596,"7/12/1991","FAILURE","PO","RTC","T","","na"
"7865","NONE","BRANCH SALE","NA","89-12-08","I",28406,"SB","SB","SOMERSET","SOMERSET, NJ","DTNNN","",1565479,"30SEP2025","12/8/1989","1989","7270","","2","2585","CITY SAVINGS, FSB","NJ","89-12-08",9813776,7322665,"1/11/1991","FAILURE","IDT","RTC","T","","na"
"","HOLLIS","FIRST STATE BANK AND TRUST","OK","","I",4192,"N","N","SAYRE","SAYRE, OK","TANNN","",3808,"30SEP2025","12/13/1989","1989","4133","","1","2586","CITY NATIONAL BANK OF SAYRE","OK","0",20959,22437,"12/13/1989","FAILURE","PA","BIF","T","","na"
"","JOSHUA","THE FIRST NATIONAL BANK IN","TX","","I",24901,"N","N","MIDLOTHIAN","MIDLOTHIAN, TX","TANNN","",4125,"30SEP2025","12/13/1989","1989","4132","","1","2587","MIDLOTHIAN NATIONAL BANK","TX","0",9964,11512,"12/13/1989","FAILURE","PA","BIF","T","","na"
"","TULSA","BANK OF TULSA","OK","","I",17861,"NM","NM","TULSA","TULSA, OK","PASNN","",4521,"30SEP2025","12/14/1989","1989","4136","","1","2588","NORTH SIDE STATE BANK","OK","0",20375,21408,"12/14/1989","FAILURE","PA","BIF","T","","na"
"","VILLE PLATTE","AMERICAN SECURITY BANK OF V","LA","","I",19492,"NM","NM","EUNICE","EUNICE, LA","TASNN","",5984,"30SEP2025","12/14/1989","1989","4134","","1","2589","FIRST ACADIANA BANK","LA","0",46767,44605,"12/14/1989","FAILURE","PA","BIF","T","","na"
"","0","0","0","","",,"NM","NM","HILLSBORO","HILLSBORO, MD","","",,"","1/21/1939","1939","0","","1","259","THE HILLSBORO-QUEEN ANNE BANK, INC.","MD","0",,249,,"FAILURE","P&A","FDIC","","",""
"","NEW BRAUNFELS","VICTORIA BANK & TRUST COMPA","TX","","I",20918,"NM","NM","CANYON LAKE","CANYON LAKE, TX","PASNN","",9219,"30SEP2025","12/14/1989","1989","4135","","1","2590","CANYON LAKE BANK","TX","0",30983,32111,"12/14/1989","FAILURE","PA","BIF","T","","na"
"8677","NONE","BRANCH SALE","NA","89-12-14","I",29444,"SL","SL","LAKE CHARLES","LAKE CHARLES, LA","DTNNN","",114104,"30SEP2025","12/14/1989","1989","7448","","2","2591","LOUISIANA SAVINGS ASSN.","LA","89-12-14",449258,398844,"9/13/1991","FAILURE","PO","RTC","T","","na"
"8666","NEWPORT BEACH","HOUSEHOLD BANK, FSB","CA","89-12-14","I",30675,"SL","SL","BALTIMORE","BALTIMORE, MD","DTNNN","",40051,"30SEP2025","12/14/1989","1989","7188","","2","2592","YORKRIDGE-CALVERT FEDERAL SAVINGS","MD","89-12-14",585792,372236,"9/28/1990","FAILURE","IDT","RTC","T","","na"
"8631","MANY","PEOPLES STATE BANK","LA","89-12-14","I",31830,"SL","SL","COUSHATTA","COUSHATTA, LA","PANNN","",3315,"30SEP2025","12/14/1989","1989","7291","","2","2593","RED RIVER S & L ASSOC.","LA","89-12-14",10388,7726,"5/17/1991","FAILURE","PA","RTC","","","na"
"","NORTH PALM BEACH","FIRST AMERICAN BANK AND TRU","FL","89-12-15","I",18002,"NM","NM","NORTH PALM BEACH","NORTH PALM BEACH, FL","TASNN","",383108,"30SEP2025","12/15/1989","1989","4137","","1","2594","FIRST AMERICAN BANK AND TRUST","FL","0",1382924,1005829,"4/20/1990","FAILURE","PA","BIF","T","","na"
"","LOS ANGELES","OLYMPIC NATIONAL BANK","CA","","I",23419,"NM","NM","WESTLAKE VILLAGE","WESTLAKE VILLAGE, CA","PASNN","",1351,"30SEP2025","12/20/1989","1989","4139","","1","2595","UNITED COMMUNITY BANK","CA","0",32288,29318,"12/20/1989","FAILURE","PA","BIF","T","","na"
"","0","0","0","","I",26814,"N","N","NEW YORK","NEW YORK, NY","PONNN","",10824,"30SEP2025","12/20/1989","1989","4138","","1","2596","FIRST CITY NATIONAL BANK AND TRUST","NY","0",39512,38155,"12/20/1989","FAILURE","PO","BIF","T","","na"
"8633","DEMING","FIRST NEW MEXICO BANK","NM","89-12-21","I",31911,"SL","SL","SILVER CITY","SILVER CITY, NM","DTNNN","",7265,"30SEP2025","12/21/1989","1989","7271","","2","2597","SILVER SAVINGS ASSOC.","NM","89-12-21",32209,27723,"1/18/1991","FAILURE","IDT","RTC","T","","na"
"8639","NONE","PAYOUT","NA","89-12-21","I",32390,"SL","SL","NASSAU BAY","NASSAU BAY, TX","PONNN","",36009,"30SEP2025","12/21/1989","1989","7438","","2","2598","COLUMBIA FSA","TX","89-12-21",77141,71092,"9/13/1991","FAILURE","PO","RTC","T","","na"
"","GONZALES","VICTORIA BANK & TRUST COMPA","TX","","I",5517,"N","N","SAN MARCOS","SAN MARCOS, TX","TANNN","",22823,"30SEP2025","1/4/1990","1990","4140","","1","2599","THE FIRST NATIONAL BANK OF SAN MARCOS","TX","0",77567,79985,"1/4/1990","FAILURE","PA","BIF","T","","na"
"","0","0","0","","",,"NM","NM","BUNA","BUNA, TX","","",,"","10/23/1935","1935","0","","1","26","BUNA STATE BANK","TX","0",47,29,,"FAILURE","PO","FDIC","","",""
"","0","0","0","","",,"NM","NM","NEWTOWN","NEWTOWN, MO","","",,"","2/2/1939","1939","0","","1","260","THE FARMERS BANK OF NEWTOWN","MO","0",114,89,,"FAILURE","PO","FDIC","","",""
"8690","NONE","BRANCH SALE","NA","90-01-04","I",27920,"SB","SB","MINOT","MINOT, ND","PANNN","",93565,"30SEP2025","1/4/1990","1990","7184","","2","2600","MIDWEST FEDERAL SAVINGS BANK","ND","90-01-04",954990,577794,"9/21/1990","FAILURE","PA","RTC","T","","na"
"8271","NONE","BRANCH SALE","NA","90-01-04","I",30034,"SB","SB","CHARITON","CHARITON, IA","PANNN","",372,"30SEP2025","1/4/1990","1990","7152","","2","2601","FIRST CENTRAL FEDERAL SAVINGS BANK","IA","90-01-04",112832,104887,"9/7/1990","FAILURE","PA","RTC","T","","na"
"8292","FORT WORTH","COLONIAL S&LA","TX","90-01-04","I",30995,"SL","SL","GARLAND","GARLAND, TX","DTNNN","",28029,"30SEP2025","1/4/1990","1990","7199","","2","2602","BANNERBANC FS & LA","TX","90-01-04",46028,55588,"9/28/1990","FAILURE","IDT","RTC","","","na"
"8821","NONE","BRANCH SALE","NA","90-01-04","I",31904,"SL","SL","HATTIESBURG","HATTIESBURG, MS","PANNN","",79536,"30SEP2025","1/4/1990","1990","7321","","2","2603","FIRST GUARANTY BANK FOR SAVINGS","MS","90-01-04",240966,179764,"6/14/1991","FAILURE","PA","RTC","T","","na"
"","HOUSTON","NATIONAL COMMERCE BANK","TX","","I",26252,"N","N","HOUSTON","HOUSTON, TX","TANNN","",1503,"30SEP2025","1/11/1990","1990","4141","","1","2604","PLAZA DEL ORO NATIONAL BANK","TX","0",15697,15778,"1/11/1990","FAILURE","PA","BIF","T","","na"
"8654","ELMHURST","OLD KENT BANK, NA","IL","90-01-11","I",28154,"SL","SL","ST. CHARLES","ST. CHARLES, IL","PANNN","",6084,"30SEP2025","1/11/1990","1990","7234","","2","2605","ST. CHARLES FSA","IL","90-01-11",146514,113270,"11/30/1990","FAILURE","PA","RTC","","","na"
"8664","NONE","BRANCH SALE","NA","90-01-11","I",28340,"SB","SB","SANFORD","SANFORD, ME","DTNNN","",14228,"30SEP2025","1/11/1990","1990","7426","","2","2606","AMERICAN FSB","ME","90-01-11",51797,39793,"9/13/1991","FAILURE","IDT","RTC","","","na"
"8667","SEATTLE","WASHINGTON FS&LA","WA","90-01-11","I",28863,"SL","SL","DALLAS","DALLAS, OR","PANNN","",4201,"30SEP2025","1/11/1990","1990","7097","","2","2607","FAMILY FEDERAL SAVINGS","OR","90-01-11",164183,100719,"6/22/1990","FAILURE","PA","RTC","T","","na"
"8661","NONE","BRANCH SALE","NA","90-01-11","I",28884,"SL","SL","BALA CYNWYD","BALA CYNWYD, PA","PANNN","",946981,"30SEP2025","1/11/1990","1990","2147","","2","2608","ATLANTIC FINANCIAL SAVINGS","PA","90-01-11",5299370,3710735,"11/15/1991","FAILURE","PA","RTC","T","","na"
"8225","ST. LOUIS","SOUTH SIDE NB IN ST. LOUIS","MO","90-01-11","I",28928,"SL","SL","FERGUSON","FERGUSON, MO","PASNN","",10,"30SEP2025","1/11/1990","1990","7109","","2","2609","ST. LOUIS COUNTY SAVINGS ASSOC.","MO","90-01-11",85828,81197,"6/28/1990","FAILURE","PA","RTC","","","na"
"","0","0","0","","",,"NM","NM","MERKEL","MERKEL, TX","","",,"","2/3/1939","1939","0","","1","261","FARMERS STATE BANK IN MERKEL","TX","0",183,131,,"FAILURE","PO","FDIC","","",""
"8227","NONE","BRANCH SALE","NA","90-01-11","I",28940,"SB","SB","WILMETTE","WILMETTE, IL","PANNN","",80770,"30SEP2025","1/11/1990","1990","7282","","2","2610","HORIZON SAVINGS BANK, FSB","IL","90-01-11",1223701,1102973,"3/8/1991","FAILURE","PA","RTC","T","","na"
"8637","NONE","PAYOUT","NA","90-01-11","I",29803,"SL","SL","GEORGETOWN","GEORGETOWN, TX","PONNN","",58136,"30SEP2025","1/11/1990","1990","7359","","2","2611","CERTIFIED FSA","TX","90-01-11",118852,91442,"7/19/1991","FAILURE","PO","RTC","","","na"
"8823","GLENDALE","FIDELITY FB, FSB","CA","90-01-11","I",31944,"SL","SL","CHATSWORTH","CHATSWORTH, CA","PANNN","",0,"30SEP2025","1/11/1990","1990","7150","","2","2612","INVESTMENT FS & LA","CA","90-01-11",247813,241488,"8/24/1990","FAILURE","PA","RTC","","","na"
"8831","RAYVILLE","FIRST REPUBLIC BANK","LA","90-01-11","I",32122,"SB","SB","MONROE","MONROE, LA","DTNNN","",24750,"30SEP2025","1/11/1990","1990","7242","","2","2613","DEPOSIT TRUST FEDERAL SAVINGS","LA","90-01-11",97966,91712,"12/7/1990","FAILURE","IDT","RTC","T","","na"
"8674","NONE","PAYOUT","NA","90-01-11","I",32191,"SL","SL","LOS ANGELES","LOS ANGELES, CA","PONNN","",9051,"30SEP2025","1/11/1990","1990","7101","","2","2614","WILSHIRE FS & LA","CA","90-01-11",78144,77324,"6/22/1990","FAILURE","PO","RTC","","","na"
"8846","NONE","PAYOUT","NA","90-01-11","I",32342,"SL","SL","FRESNO","FRESNO, CA","PONNN","",3071,"30SEP2025","1/11/1990","1990","7041","","2","2615","FINANCIAL FS & LA","CA","90-01-11",31163,33755,"6/1/1990","FAILURE","PO","RTC","T","","na"
"8682","EAST ST. LOUIS","UNION BANK OF E. ST. LOUIS","IL","90-01-18","I",27765,"SL","SL","BELLEVILLE","BELLEVILLE, IL","PANNN","",278,"30SEP2025","1/18/1990","1990","7230","","2","2616","FRONTIER FEDERAL SAVINGS BANK","IL","90-01-18",45338,47565,"11/29/1990","FAILURE","PA","RTC","T","","na"
"8220","NONE","BRANCH SALE","NA","90-01-18","I",28830,"SL","SL","QUINCY","QUINCY, IL","PANNN","",11556,"30SEP2025","1/18/1990","1990","7162","","2","2617","GEM CITY FS & LA","IL","90-01-18",290392,232928,"9/7/1990","FAILURE","PA","RTC","T","","na"
"8253","KILGORE","KILGORE FS&LA","TX","90-01-18","I",29465,"SL","SL","MARSHALL","MARSHALL, TX","PANNN","",14369,"30SEP2025","1/18/1990","1990","7112","","2","2618","MARSHALL FS & LA","TX","90-01-18",62047,57793,"6/29/1990","FAILURE","PA","RTC","","","na"
"8653","NONE","BRANCH SALE","NA","90-01-18","I",30677,"SL","SL","JACKSONVILLE","JACKSONVILLE, FL","DTNNN","",132227,"30SEP2025","1/18/1990","1990","7405","","2","2619","DUVAL FEDERAL SAVINGS ASSN.","FL","90-01-18",1016266,861575,"8/16/1991","FAILURE","IDT","RTC","T","","na"
"","0","0","0","","",,"NM","NM","COUDERSPORT","COUDERSPORT, PA","","",,"","2/4/1939","1939","0","","1","262","THE COUDERSPORT TRUST COMPANY","PA","0",952,706,,"FAILURE","PO","FDIC","","",""
"8673","YORK","FIRST TRUST COMPANY OF YORK","NE","90-01-18","I",30855,"SL","SL","YORK","YORK, NE","PANNN","",2846,"30SEP2025","1/18/1990","1990","7082","","2","2620","FIRST FED. SAVINGS ASSOC. OF YORK","NE","90-01-18",59744,54885,"6/22/1990","FAILURE","PA","RTC","T","","na"
"8512","NONE","PAYOUT","NA","90-01-18","I",31052,"SL","SL","HOUSTON","HOUSTON, TX","PONNN","",9642,"30SEP2025","1/18/1990","1990","7419","","2","2621","STANDARD FSA","TX","90-01-18",13517,15080,"8/26/1991","FAILURE","PO","RTC","","","na"
"8298","PRAIRIE VILLAGE","FIRST COLONIAL BANK NA","KS","90-01-18","I",31213,"SL","SL","PRAIRIE VILLAGE","PRAIRIE VILLAGE, KS","PANNN","",16641,"30SEP2025","1/18/1990","1990","7125","","2","2622","COLONIAL FEDERAL SAVINGS ASSOC.","KS","90-01-18",136400,102389,"8/10/1990","FAILURE","PA","RTC","T","","na"
"8803","HATTIESBURG","MAGNOLIA FB FOR SAVINGS","MS","90-01-18","I",31310,"SL","SL","BROOKHAVEN","BROOKHAVEN, MS","PANNN","",8179,"30SEP2025","1/18/1990","1990","7347","","2","2623","BROOKHAVEN FS & LA","MS","90-01-18",42729,41976,"7/12/1991","FAILURE","PA","RTC","T","","na"
"8638","VICTORIA","VICTORIA B&TC","TX","90-01-18","I",31463,"SL","SL","KARNES CITY","KARNES CITY, TX","DTNNN","",24687,"30SEP2025","1/18/1990","1990","7248","","2","2624","KARNES COUNTY FS & LA","TX","90-01-18",53124,56683,"12/7/1990","FAILURE","IDT","RTC","T","","na"
"8277","NONE","BRANCH SALE","NA","90-01-24","I",30321,"SB","SB","BUFFALO","BUFFALO, NY","PANNN","",1243168,"30SEP2025","1/24/1990","1990","7194","","2","2625","EMPIRE OF AMERICA FSB","NY","90-02-28",8173572,8025454,"9/28/1990","FAILURE","PA","RTC","T","","na"
"","ANDERSON","THE FIRST NATIONAL BANK OF","TX","","I",1215,"NM","NM","SHIRO","SHIRO, TX","PASNN","",2118,"30SEP2025","1/25/1990","1990","4142","","1","2626","FARMERS STATE BANK OF SHIRO, TEXAS","TX","0",4601,4399,"1/25/1990","FAILURE","PA","BIF","T","","na"
"","PFLUGERVILLE","HIBERNIA NATIONAL BANK IN T","TX","","I",3164,"N","N","DALLAS","DALLAS, TX","TANNN","",64630,"30SEP2025","1/26/1990","1990","4143","","1","2627","BANCTEXAS DALLAS, N.A.","TX","0",340938,338207,"1/26/1990","FAILURE","PA","BIF","T","","na"
"","BUFFALO","MANUFACTURERS & TRADERS TRU","NY","","I",16036,"SB","SB","ROCHESTER","ROCHESTER, NY","TAFNN","",25746,"30SEP2025","1/26/1990","1990","4144","","1","2628","MONROE SAVINGS BANK, FSB","NY","0",520587,488802,"1/26/1990","FAILURE","PA","BIF","T","","na"
"","MIAMI","CAPITAL BANK","FL","","I",19273,"NM","NM","CUTLER RIDGE","CUTLER RIDGE, FL","PASNN","",15744,"30SEP2025","1/26/1990","1990","4145","","1","2629","CREDITBANK","FL","0",76437,74090,"1/26/1990","FAILURE","PA","BIF","T","","na"
"","0","0","0","","",,"N","N","CAMDEN","CAMDEN, NJ","","",,"","2/4/1939","1939","0","","1","263","THE AMERICAN NATIONAL BANK OF CAMDEN","NJ","0",,820,,"FAILURE","P&A","FDIC","","",""
"","SAN ANTONIO","TEXAS COMMERCE BANK - SAN A","TX","","I",24937,"N","N","SAN ANTONIO","SAN ANTONIO, TX","DPNNN","",5092,"30SEP2025","1/26/1990","1990","4146","","1","2630","FIDELITY BANK, NATIONAL ASSOCIATION","TX","0",36625,35817,"1/26/1990","FAILURE","IDT","BIF","T","","na"
"8226","FARGO","METROPOLITAN FB, FSB","ND","90-01-26","I",28929,"SL","SL","BISMARK","BISMARK, ND","DTNNN","",16720,"30SEP2025","1/26/1990","1990","7183","","2","2631","FIRST SAVINGS ASSOC.","ND","90-01-26",113384,100539,"9/21/1990","FAILURE","IDT","RTC","T","","na"
"8275","NONE","BRANCH SALE","NA","90-01-26","I",30309,"SL","SL","CAPE GIRARDEAU","CAPE GIRARDEAU, MO","PANNN","",7976,"30SEP2025","1/26/1990","1990","7216","","2","2632","COLONIAL S & LA","MO","90-01-26",170860,157400,"11/9/1990","FAILURE","PA","RTC","T","","na"
"8854","NONE","BRANCH SALE","NA","90-01-26","I",31710,"SL","SL","SALT LAKE CITY","SALT LAKE CITY, UT","PANNN","",31128,"30SEP2025","1/26/1990","1990","7178","","2","2633","WILLIAMSBURG FS & LA","UT","90-01-26",310520,257666,"9/14/1990","FAILURE","PA","RTC","T","","na"
"8825","NONE","PAYOUT","NA","90-01-26","I",31991,"SL","SL","STUTTGART","STUTTGART, AR","PONNN","",14175,"30SEP2025","1/26/1990","1990","7215","","2","2634","GRAND PRAIRIE FS & LA","AR","90-01-26",31465,24780,"11/9/1990","FAILURE","PO","RTC","","","na"
"8619","NONE","PAYOUT","NA","90-01-26","I",32003,"SL","SL","UVALDE","UVALDE, TX","PONNN","",6085,"30SEP2025","1/26/1990","1990","7205","","2","2635","UVALDE FS & LA","TX","90-01-26",13262,14318,"10/19/1990","FAILURE","PO","RTC","T","","na"
"8491","DALHART","CITIZENS STATE BANK OF DALH","TX","90-01-26","I",32089,"SL","SL","AMARILLO","AMARILLO, TX","PANNN","",12600,"30SEP2025","1/26/1990","1990","7290","","2","2636","PALO DURO FS & LA","TX","90-01-26",64983,41818,"5/17/1991","FAILURE","PA","RTC","","","na"
"8806","NONE","BRANCH SALE","NA","90-01-31","I",31400,"SB","SB","PHOENIX","PHOENIX, AZ","PANNN","",671485,"30SEP2025","1/31/1990","1990","7201","","2","2637","MERABANK FSB","AZ","90-01-31",6317579,4803146,"9/28/1990","FAILURE","PA","RTC","T","","na"
"","DALLAS","NCNB TEXAS NATIONAL BANK","TX","","I",24393,"N","N","TYLER","TYLER, TX","PANNN","",6892,"30SEP2025","2/1/1990","1990","4147","","1","2638","TYLER NATIONAL BANK","TX","0",24708,26103,"2/1/1990","FAILURE","PA","BIF","T","","na"
"","PORTIA","THE LAWRENCE COUNTY BANK","AR","","I",16816,"N","N","WALNUT RIDGE","WALNUT RIDGE, AR","PANNN","",6321,"30SEP2025","2/2/1990","1990","4148","","1","2639","CITIZENS NATIONAL BANK OF WALNUT RIDGE","AR","0",37524,34098,"2/2/1990","FAILURE","PA","BIF","T","","na"
"","0","0","0","","",,"SM","SM","JERSEY CITY","JERSEY CITY, NJ","","",,"","2/11/1939","1939","0","","1","264","THE NEW JERSEY TITLE GUARANTEE & TRUST CO.","NJ","0",30745,21667,,"FAILURE","PO","FDIC","","",""
"","TAMPA","SOUTHERN EXCHANGE BANK","FL","","I",26429,"SM","SM","TAMPA","TAMPA, FL","PABNN","",4018,"30SEP2025","2/2/1990","1990","4149","","1","2640","COMMERCE BANK OF TAMPA","FL","0",21631,22270,"2/2/1990","FAILURE","PA","BIF","T","","na"
"8689","HENDERSON","FARMERS B&TC","KY","90-02-02","I",27915,"SL","SL","HENDERSON","HENDERSON, KY","PANNN","",2232,"30SEP2025","2/2/1990","1990","7233","","2","2641","HENDERSON HOME S & LA","KY","90-02-02",50377,49827,"11/30/1990","FAILURE","PA","RTC","","","na"
"8229","BEVERLY HILLS","GREAT WESTERN BANK, FSB","CA","90-02-02","I",29000,"SL","SL","MIAMI","MIAMI, FL","PANNN","",672161,"30SEP2025","2/2/1990","1990","7102","","2","2642","CENTRUST BANK, SB","FL","90-03-09",8217563,5894019,"6/29/1990","FAILURE","PA","RTC","T","","na"
"8852","CHICAGO","MID-CITY NB OF CHICAGO","IL","90-02-02","I",29470,"SL","SL","NORTH RIVERSIDE","NORTH RIVERSIDE, IL","PANNN","",54302,"30SEP2025","2/2/1990","1990","7297","","2","2643","CLYDE FS & LA","IL","90-02-02",574684,563728,"5/31/1991","FAILURE","PA","RTC","T","","na"
"8288","BEVERLY HILLS","GREAT WESTERN BANK, FSB","CA","90-02-02","I",30803,"SL","SL","CLEARWATER","CLEARWATER, FL","PANNN","",217193,"30SEP2025","2/2/1990","1990","7279","","2","2644","PIONEER SAVINGS BANK, FSB","FL","90-03-09",1935739,1424005,"3/1/1991","FAILURE","PA","RTC","T","","na"
