RBCRWAJ,ROA,REPDTE,ASSET,CERT,NETINC,LNLSNET,DEP,NPERFV,ID,FAILED
14.399607506439347,0.5151446909131855,19921231,34251,27886,183,16539,31848,3.5765379113018603,27886_19921231,1
15.745912118969112,2.1924065087068225,19930331,35809,27886,192,16072,33217,3.5605574017705046,27886_19930331,1
21.550165712564027,3.0550474286684137,19930630,35994,27886,540,16115,32800,3.6783908429182643,27886_19930630,1
24.14350355526826,2.5246226997307,19930930,36538,27886,675,15613,33211,4.647216596420165,27886_19930930,1
21.55651153695737,1.217686618852917,19931231,36436,27886,436,15192,33493,4.989570754199144,27886_19931231,1
18.276931025574786,0.5552547925429282,19940331,35603,27886,50,15041,33426,3.631716428390866,27886_19940331,1
14.918661552704668,-2.942914216582731,19940630,34590,27886,-523,13718,33400,4.255565192252096,27886_19940630,1
15.884708911457587,-2.078480926236736,19940930,33983,27886,-548,13687,32960,3.498808227643233,27886_19940930,1
15.600108005940328,-1.402956868438944,19941231,32950,27886,-487,13217,31910,2.9256449165402123,27886_19941231,1
18.69269949066214,-0.9380276405478082,19950331,31014,27886,-75,13315,29925,3.0502353775714193,27886_19950331,1
16.43298280754465,-0.27152178488739215,19950630,31056,27886,-43,14079,29837,2.6371715610510047,27886_19950630,1
14.309257666953282,-0.1719964371275877,19950930,35212,27886,-42,14152,33936,2.8541406338748154,27886_19950930,1
13.349072512647556,-0.18814619257808066,19951231,37191,27886,-63,14656,35421,1.823021698798096,27886_19951231,1
13.325427537136436,0.467861130309958,19960331,38045,27886,44,17064,36113,0.7990537521356289,27886_19960331,1
12.032281731474688,0.16582745308033128,19960630,40547,27886,32,19749,36417,0.9519816509236195,27886_19960630,1
0.0,-6.2970568104038325,19840331,2922,25056,-46,132,1172,0.0,25056_19840331,1
0.0,-7.257383966244725,19840630,4188,25056,-129,1175,2691,0.0,25056_19840630,1
0.0,-7.125108151666808,19840930,4679,25056,-210,2057,3253,0.0,25056_19840930,1
0.0,-7.618178707874779,19841231,5748,25056,-334,3361,4422,0.33054975643702156,25056_19841231,1
0.0,-6.7569827730389695,19850331,6210,25056,-101,3403,4985,0.322061191626409,25056_19850331,1
0.0,-5.457301667508842,19850630,7832,25056,-180,4524,6435,2.528089887640449,25056_19850630,1
0.0,-4.551648626144879,19850930,9034,25056,-246,5590,7672,2.036750055346469,25056_19850930,1
0.0,-3.901103159635208,19851231,9883,25056,-302,6481,8558,1.9224931700900536,25056_19851231,1
0.0,0.3946329913180742,19860331,10389,25056,10,8071,8957,2.1079988449321396,25056_19860331,1
0.0,1.004041424602172,19860630,11400,25056,53,8722,9994,1.7543859649122806,25056_19860630,1
0.0,1.3980175497056535,19860930,13343,25056,118,10559,11882,2.1809188338454617,25056_19860930,1
0.0,0.27958227119480306,19861231,15790,25056,34,11337,14393,2.286257124762508,25056_19861231,1
0.0,1.4060669183700039,19870331,14934,25056,54,11155,13504,3.5355564483728403,25056_19870331,1
0.0,1.6175671268616156,19870630,15271,25056,124,11513,13773,3.562307641935695,25056_19870630,1
0.0,1.3318392730553585,19870930,16073,25056,155,12262,14555,2.4202078019038136,25056_19870930,1
0.0,0.7096872306990419,19871231,16840,25056,112,12563,15346,2.3990498812351544,25056_19871231,1
0.0,1.0055833260253149,19880331,17369,25056,43,13319,15797,2.279924002533249,25056_19880331,1
0.0,0.011350308350043508,19880630,18653,25056,1,13378,17054,3.2112796869136333,25056_19880630,1
0.0,-1.3619074582951674,19880930,19192,25056,-184,12058,17850,1.4849937473947477,25056_19880930,1
0.0,-0.4900595867906666,19881231,17731,25056,-88,12397,16278,0.9756922903389543,25056_19881231,1
0.0,0.14075833553268233,19890331,16370,25056,6,11985,14931,3.653023824068418,25056_19890331,1
0.0,0.5762304921968787,19890630,15879,25056,48,11044,14402,4.282385540651174,25056_19890630,1
0.0,-0.015892011084954853,19890930,17138,25056,-2,10605,15712,2.2873147391760997,25056_19890930,1
0.0,0.3616299009600691,19891231,18605,25056,62,11094,17095,2.1230851921526472,25056_19891231,1
12.062971268606173,1.645129915242462,19900331,17380,25056,74,11028,15816,2.295742232451093,25056_19900331,1
12.873318524003457,1.5633433213601087,19900630,17746,25056,140,10547,16136,2.473796911980165,25056_19900630,1
13.339255084538104,1.499732853406822,19900930,17391,25056,200,10567,15686,3.6800644011270203,25056_19900930,1
13.608582160820015,1.1245399609250761,19901231,16914,25056,198,10194,15245,4.800756769540026,25056_19901231,1
14.741613936277078,0.1514386673397274,19910331,14782,25056,6,9580,13096,4.864023812745231,25056_19910331,1
15.46621104525958,0.28653917120715483,19910630,14371,25056,22,9191,12691,4.975297474079745,25056_19910630,1
15.413236431918351,0.06119664284309226,19910930,14937,25056,7,9333,13229,4.786771105308964,25056_19910930,1
16.394661511580356,0.046634954897336475,19911231,14047,25056,7,8633,12293,5.090054815974941,25056_19911231,1
17.408969847780867,0.9247297205412388,19920331,15367,25056,34,7730,13630,4.652827487473156,25056_19920331,1
17.638383639760104,0.5046027957722469,19920630,14581,25056,37,7834,12831,6.213565599067279,25056_19920630,1
17.499696712362002,-0.20092198095759983,19920930,14401,25056,-22,6958,12729,7.589750711756128,25056_19920930,1
17.4433092449539,-0.477640869444829,19921231,13834,25056,-69,6769,12215,7.3659100766228125,25056_19921231,1
22.32946180271552,-0.42928325028746644,19930331,12256,25056,-14,6577,10652,8.224543080939947,25056_19930331,1
16.3993082473612,-0.5370294599018004,19930630,13014,25056,-35,7259,11435,8.068234209313047,25056_19930630,1
18.026675678244434,0.2910970996216898,19930930,14027,25056,29,6303,12271,7.0435588507877664,25056_19930930,1
17.043054115297462,0.6393669514983753,19931231,13341,25056,85,7637,11623,7.533168428153812,25056_19931231,1
17.224747148270065,-1.1290202777984104,19940331,13585,25056,-38,7069,11894,7.2727272727272725,25056_19940331,1
17.26811524839667,0.4310878775115824,19940630,13437,25056,29,7757,11600,6.616060132470046,25056_19940630,1
17.152028117490943,1.2616592701265357,19940930,14167,25056,129,8530,12248,5.54810475047646,25056_19940930,1
17.10556731094081,1.0166318037534923,19941231,13833,25056,139,8801,11832,5.703751897636088,25056_19941231,1
16.549842566298032,1.0139416983523446,19950331,12993,25056,34,9340,11137,7.60409451242977,25056_19950331,1
15.841600286696314,0.6223144169506594,19950630,13668,25056,42,9977,11492,7.682177348551361,25056_19950630,1
