run_timestamp,cert,bank_name,report_date,qtrs_to_failure,roa,capital_ratio,npa_value,total_assets,risk_score,risk_level,flags_triggered,flag_count,model_version,requires_review,human_reviewed,examiner_note
2026-03-04 12:23:24,57961,FIRST HERITAGE BANK N.A.,2008-06-30,0,-5.2801,12.7342,4.0,255376.0,4,ELEVATED,"['ROA critically negative (<-1.0)', 'Net income negative']",2,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2005-06-30,12,-0.374,16.7297,0.0,101798.0,3,ELEVATED,"['ROA negative', 'Net income negative']",2,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2005-09-30,11,-0.214,13.1086,0.0,124893.0,3,ELEVATED,"['ROA negative', 'Net income negative']",2,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2005-12-31,10,0.0187,12.0775,0.0,140550.0,1,WATCH,['ROA very low (<0.5)'],1,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2006-03-31,9,0.0745,17.5887,0.0,170959.0,1,WATCH,['ROA very low (<0.5)'],1,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2006-06-30,8,-0.1762,18.4056,1.0,202549.0,3,ELEVATED,"['ROA negative', 'Net income negative']",2,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2006-09-30,7,0.044,16.9477,1.0,225024.0,1,WATCH,['ROA very low (<0.5)'],1,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2006-12-31,6,-0.2773,15.5479,1.0,245343.0,3,ELEVATED,"['ROA negative', 'Net income negative']",2,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2007-03-31,5,-0.4607,14.7289,2.0,261765.0,3,ELEVATED,"['ROA negative', 'Net income negative']",2,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2007-06-30,4,-0.6473,13.9049,3.0,257578.0,3,ELEVATED,"['ROA negative', 'Net income negative']",2,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2007-09-30,3,-2.4711,10.7897,6.0,276219.0,4,ELEVATED,"['ROA critically negative (<-1.0)', 'Net income negative']",2,v1.0-rules-based,False,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2007-12-31,2,-7.2871,7.3462,13.0,262563.0,6,HIGH,"['ROA critically negative (<-1.0)', 'Capital ratio low (<8%)', 'Net income negative']",3,v1.0-rules-based,True,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2008-03-31,1,-4.5902,5.9518,17.0,261335.0,7,CRITICAL,"['ROA critically negative (<-1.0)', 'Capital ratio critical (<6%)', 'Net income negative']",3,v1.0-rules-based,True,False,
2026-03-04 12:23:24,57523,FIRST PRIORITY BANK,2008-06-30,0,-9.5447,1.7161,18.0,258610.0,7,CRITICAL,"['ROA critically negative (<-1.0)', 'Capital ratio critical (<6%)', 'Net income negative']",3,v1.0-rules-based,True,False,
2026-03-04 12:23:24,35469,INTEGRITY BANK,2005-09-30,12,1.2715,11.3891,0.0,660669.0,0,WATCH,[],0,v1.0-rules-based,False,False,
2026-03-04 12:23:24,35469,INTEGRITY BANK,2005-12-31,11,1.2615,10.3507,0.0,751036.0,0,WATCH,[],0,v1.0-rules-based,False,False,
2026-03-04 12:23:24,35469,INTEGRITY BANK,2006-03-31,10,1.3138,11.9812,0.0,879037.0,0,WATCH,[],0,v1.0-rules-based,False,False,
2026-03-04 12:23:24,35469,INTEGRITY BANK,2006-06-30,9,1.3605,11.2399,0.0,954680.0,0,WATCH,[],0,v1.0-rules-based,False,False,
2026-03-04 12:23:24,35469,INTEGRITY BANK,2006-09-30,8,1.4342,11.2545,0.0,1015138.0,0,WATCH,[],0,v1.0-rules-based,False,False,
2026-03-04 12:23:24,35469,INTEGRITY BANK,2006-12-31,7,1.2722,12.3474,1.0,1120244.0,0,WATCH,[],0,v1.0-rules-based,False,False,
2026-03-04 12:23:24,35469,INTEGRITY BANK,2007-03-31,6,1.1598,12.2106,2.0,1208463.0,0,WATCH,[],0,v1.0-rules-based,False,False,
2026-03-04 12:23:24,35469,INTEGRITY BANK,2007-06-30,5,-4.7164,9.6817,6.0,1240039.0,5,HIGH,"['ROA critically negative (<-1.0)', 'Capital ratio below well-capitalised', 'Net income negative']",3,v1.0-rules-based,True,False,
2026-03-04 12:23:24,35469,INTEGRITY BANK,2007-09-30,4,-2.9452,10.0982,7.0,1298761.0,4,ELEVATED,"['ROA critically negative (<-1.0)', 'Net income negative']",2,v1.0-rules-based,False,False,
